Dim	Classifier	Score
166	KNN	0.9314814814814815
166	LR	0.9
166	FLD	0.6759259259259259
23	KNN	0.9064814814814814
23	LR	0.8509259259259259
23	FLD	0.6759259259259259
9	KNN	0.9564814814814815
9	LR	0.7203703703703703
9	FLD	0.5953703703703703
7	KNN	0.8574074074074074
7	LR	0.6842592592592592
7	FLD	0.6018518518518519
