Dim	Classifier	Score
4	KNN	1.0
4	LR	0.9836065573770492
4	FLD	0.8472821397756687
2	KNN	0.8178386540120793
2	LR	0.7320966350301985
2	FLD	0.7355478861087144
2	KNN	0.8178386540120793
2	LR	0.7320966350301985
2	FLD	0.7355478861087144
3	KNN	0.9458584987057809
3	LR	0.9392795513373597
3	FLD	0.8194564279551337
