Dim	Classifier	Score
10	KNN	0.8072912688800875
10	LR	0.7723533326786902
10	FLD	0.7293705607017773
3	KNN	0.6985041406173285
3	LR	0.7284158729119614
3	FLD	0.6877007117424779
1	KNN	0.5547245225651825
1	LR	0.5804138071494296
1	FLD	0.5804138071494296
6	KNN	0.7682672689382781
6	LR	0.7593059328845392
6	FLD	0.7256736458890235
