Dim	Classifier	Score
4	KNN	0.685672514619883
4	LR	0.739766081871345
4	FLD	0.7017543859649122
2	KNN	0.6023391812865497
2	LR	0.7485380116959064
2	FLD	0.7032163742690059
2	KNN	0.6023391812865497
2	LR	0.7485380116959064
2	FLD	0.7032163742690059
3	KNN	0.685672514619883
3	LR	0.739766081871345
3	FLD	0.7017543859649122
