Dim	Classifier	Score
3	KNN	0.999691024254596
3	LR	0.9498476201607949
3	FLD	0.8496261996933043
1	KNN	0.8910451040800533
1	LR	0.6405068113478298
1	FLD	0.5092224592359276
1	KNN	0.8910451040800533
1	LR	0.6405068113478298
1	FLD	0.5092224592359276
2	KNN	0.9911357545829428
2	LR	0.9514954908029496
2	FLD	0.8493944678842513
