Dim	Classifier	Score
10	KNN	0.6486280487804879
10	LR	0.5998475609756098
10	FLD	0.5861280487804879
4	KNN	0.5876524390243902
4	LR	0.5754573170731707
4	FLD	0.6105182926829269
1	KNN	0.41234756097560976
1	LR	0.5792682926829269
1	FLD	0.5
7	KNN	0.6173780487804879
7	LR	0.6730182926829269
7	FLD	0.5480182926829269
