Dim	Classifier	Score
166	KNN	0.9415981446341978
166	LR	0.9298966898587392
166	FLD	0.719639468690702
25	KNN	0.9233080328905756
25	LR	0.8681741513809825
25	FLD	0.7213788741302973
13	KNN	0.9210942441492727
13	LR	0.8108264811300865
13	FLD	0.6993991144845035
6	KNN	0.8831962892683956
6	LR	0.7096247100990933
6	FLD	0.6513282732447818
