Dim	Classifier	Score
44	KNN	0.6666666666666666
44	LR	0.9523809523809523
44	FLD	0.8333333333333333
10	KNN	0.7976190476190477
10	LR	0.8809523809523809
10	FLD	0.8809523809523809
3	KNN	0.8214285714285714
3	LR	0.9047619047619048
3	FLD	0.8095238095238095
6	KNN	0.8214285714285714
6	LR	0.9285714285714286
6	FLD	0.8095238095238095
