Dim	Classifier	Score
8	KNN	0.9258805088050881
8	LR	0.9452982029820298
8	FLD	0.9235967359673597
2	KNN	0.9057428074280742
2	LR	0.9248529985299854
2	FLD	0.923289232892329
2	KNN	0.9057428074280742
2	LR	0.9248529985299854
2	FLD	0.923289232892329
4	KNN	0.9167341673416733
4	LR	0.9306168061680617
4	FLD	0.9226742267422674
