Dim	Classifier	Score
10	KNN	0.4461538461538461
10	LR	0.36923076923076925
10	FLD	0.49230769230769234
4	KNN	0.6461538461538461
4	LR	0.5307692307692308
4	FLD	0.5307692307692308
1	KNN	0.5615384615384615
1	LR	0.2692307692307692
1	FLD	0.6153846153846154
6	KNN	0.5230769230769231
6	LR	0.5538461538461539
6	FLD	0.49230769230769234
