Dim	Classifier	Score
500	KNN	0.6076923076923076
500	LR	0.5423076923076924
500	FLD	0.5846153846153846
224	KNN	0.5884615384615385
224	LR	0.573076923076923
224	FLD	0.5884615384615385
1	KNN	0.6192307692307693
1	LR	0.6115384615384616
1	FLD	0.5076923076923077
362	KNN	0.6076923076923078
362	LR	0.5576923076923077
362	FLD	0.6038461538461539
