Dim	Classifier	Score
500	KNN	0.6230769230769231
500	LR	0.5461538461538462
500	FLD	0.5846153846153846
224	KNN	0.6307692307692307
224	LR	0.5538461538461539
224	FLD	0.5769230769230769
1	KNN	0.6230769230769231
1	LR	0.5884615384615385
1	FLD	0.5076923076923077
362	KNN	0.6230769230769231
362	LR	0.6000000000000001
362	FLD	0.5846153846153846
