Dim	Classifier	Score
166	KNN	0.9237824161922834
166	LR	0.9165085388994307
166	FLD	0.7191650853889944
25	KNN	0.9099725911870125
25	LR	0.8633248998524141
25	FLD	0.7142631246046806
13	KNN	0.9081804764916719
13	LR	0.8274298966898588
13	FLD	0.7102045119122918
6	KNN	0.8796120598777145
6	LR	0.6755745308876239
6	FLD	0.6839025932953826
