Dim	Classifier	Score
14	KNN	0.8370444414426583
14	LR	0.6453086586518979
14	FLD	0.569201674996623
4	KNN	0.6401873114503129
4	LR	0.569805934531046
4	FLD	0.5460281867711287
4	KNN	0.6401873114503129
4	LR	0.569805934531046
4	FLD	0.5460281867711287
5	KNN	0.7150866765725608
5	LR	0.5787464541402134
5	FLD	0.5643072628213788
