Dim	Classifier	Score
19	KNN	0.6496415770609318
19	LR	0.7508960573476702
19	FLD	0.5746714456391876
5	KNN	0.6230585424133811
5	LR	0.5964755077658304
5	FLD	0.5758661887694145
3	KNN	0.6263440860215054
3	LR	0.6033452807646356
3	FLD	0.5758661887694145
8	KNN	0.6391875746714457
8	LR	0.7013142174432496
8	FLD	0.5746714456391876
