Dim	Classifier	Score
7	KNN	0.7857142857142857
7	LR	0.42857142857142855
7	FLD	0.42857142857142855
3	KNN	0.75
3	LR	0.6785714285714286
3	FLD	0.6071428571428572
1	KNN	0.6785714285714286
1	LR	0.42857142857142855
1	FLD	0.35714285714285715
7	KNN	0.7857142857142857
7	LR	0.42857142857142855
7	FLD	0.42857142857142855
