Dim	Classifier	Score
41	KNN	0.8095238095238095
41	LR	0.8527777777777779
41	FLD	0.807936507936508
11	KNN	0.7952380952380953
11	LR	0.8234126984126984
11	FLD	0.8007936507936508
6	KNN	0.8027777777777778
6	LR	0.8384920634920635
6	FLD	0.780952380952381
15	KNN	0.8380952380952381
15	LR	0.8591269841269842
15	FLD	0.8007936507936508
