Dim	Classifier	Score
166	KNN	0.9460227775908181
166	LR	0.9484138932676809
166	FLD	0.719894082431499
25	KNN	0.9532404045413486
25	LR	0.881205830779858
25	FLD	0.714943587381994
13	KNN	0.9482899094918437
13	LR	0.8055314475991427
13	FLD	0.696160045342638
6	KNN	0.9005738677624471
6	LR	0.6767742963920722
6	FLD	0.6654209249189678
