Dim	Classifier	Score
50	KNN	0.8707241122830855
50	LR	0.8801964309768253
50	FLD	0.7681013722056611
4	KNN	0.7490643759480401
4	LR	0.7601260344252022
4	FLD	0.7176011291560027
1	KNN	0.5744342506749752
1	LR	0.5802296087193333
1	FLD	0.5802296087193333
1	KNN	0.5744342506749752
1	LR	0.5802296087193333
1	FLD	0.5802296087193333
