Dim	Classifier	Score
41	KNN	0.8936507936507936
41	LR	0.8587301587301588
41	FLD	0.823015873015873
11	KNN	0.8519841269841271
11	LR	0.8658730158730159
11	FLD	0.8503968253968254
6	KNN	0.8662698412698413
6	LR	0.873015873015873
6	FLD	0.8365079365079364
15	KNN	0.8591269841269842
15	LR	0.8515873015873016
15	FLD	0.8503968253968254
