Dim	Classifier	Score
14	KNN	0.820973479220136
14	LR	0.6327371786212797
14	FLD	0.5712152730874871
4	KNN	0.6683407627538385
4	LR	0.5400909541177
4	FLD	0.5490584898014319
4	KNN	0.6683407627538385
4	LR	0.5400909541177
4	FLD	0.5490584898014319
5	KNN	0.744119050835247
5	LR	0.5754405871493539
5	FLD	0.5439542527804043
