Dim	Classifier	Score
22	KNN	0.6190476190476191
22	LR	0.7142857142857142
22	FLD	0.6547619047619048
7	KNN	0.4523809523809524
7	LR	0.7380952380952381
7	FLD	0.6547619047619048
3	KNN	0.5
3	LR	0.6547619047619048
3	FLD	0.6547619047619048
12	KNN	0.5595238095238095
12	LR	0.6785714285714286
12	FLD	0.6547619047619048
